Speaker,Repetition,Order,Word,oaf_20,oap_20,naf_20,oaf_50,oap_50,naf_50,oaf_80,oap_80,naf_80
Aurora,2,22,bait,0.05044095,-0.1176167,0.00094905,0.05755615,-0.1169568,0.00088501,0.08681825,-0.1158655,0.00189209
Aurora,2,23,beat,0.04791404,-0.080879,0.00289917,0.0536644,-0.0831604,0.00097656,0.05225156,-0.0842257,-0.0003052
Aurora,2,24,but,0.05692632,-0.0636721,0.00156743,0.06773743,-0.0668937,-0.0007019,0.14017239,-0.0689164,-0.0017395
Aurora,2,25,boing,0.02457523,-0.2883623,0.05413182,0.06325673,-0.2762708,0.01922607,0.04830933,-0.2672364,0.03238022
Aurora,2,26,bought,0.04153234,-0.1645566,0.00164795,0.05014039,-0.1654968,0.01968384,0.13090947,-0.1665552,0.05836996
Aurora,2,27,ban,0.05887421,-0.1528608,0.05270927,0.06189123,-0.1544554,0.06302012,0.06538349,-0.1553086,0.03872681
Aurora,2,28,bone,0.05056569,-0.1418068,0.01575113,0.04660034,-0.1431687,0.037434,0.06924481,-0.1443172,0.06543047
Aurora,2,29,birm,0.03765994,-0.1347807,0.01775998,0.02663072,-0.1367349,0.02493286,0.0216658,-0.1372686,0.01464844
Aurora,2,30,bun,0.07629467,-0.1262525,0.01155993,0.1088337,-0.1276965,0.0388635,0.08051757,-0.1280904,0.03988111
Aurora,2,31,bound,0.04439495,-0.17453,0.03385965,0.05402425,-0.1716107,0.07079953,0.05523682,-0.1689488,0.04015087
Aurora,3,1,Bart,0.05153287,0.00838805,0.00372314,0.05239884,0.0058395,-0.007949,0.08717124,0.00407208,-0.0039663
Aurora,3,2,bane,0.05934719,0.00763996,0.04997949,0.0592041,0.00212529,0.06582642,0.03724812,0.00276354,0.0372176
Aurora,3,3,bought,0.02168225,0.0083581,0.097855,0.03295797,0.00607154,0.07295795,0.05612733,0.00451608,0.03424072
Aurora,3,4,but,0.0419303,0.00864165,-0.0057974,0.05236869,0.00678961,0.00727789,0.06716701,0.00546227,0.02114875
Aurora,3,5,birm,0.03840795,0.00278968,0.06339869,0.02426148,0.00079426,0.07763634,0.02380371,0.00030128,0.06379668
Aurora,3,6,Bert,0.027771,0.01429069,0.01165771,0.02838135,0.01111391,0.00753748,0.03439331,0.00955377,0.00866699
Aurora,3,7,bite,0.04324299,-0.156408,0.00412132,0.05948096,-0.1558336,0.01620263,0.03952098,-0.1533203,0.01565479
Aurora,3,8,ban,0.01934814,-0.0942013,0.0590383,0.02612305,-0.0973529,0.07840093,0.03957021,-0.0994776,0.03927612
Aurora,3,9,bean,0.01919556,-0.0808716,0.15861939,0.02018709,-0.0847909,0.15651151,0.02258301,-0.0858627,0.13763428
Aurora,3,10,bet,0.02670514,-0.074657,-0.0002736,0.03188861,-0.0790862,0.01692961,0.04135134,-0.0814515,0.0284424
Aurora,3,11,boat,0.0508196,-0.0767318,0.01034546,0.04574375,-0.0818894,0.00699428,0.08166739,-0.0832881,0.0062561
Aurora,3,12,bot,0.03436301,-0.070648,0.01968384,0.05621208,-0.074769,0.00784513,0.08071058,-0.076479,-0.0047913
Aurora,3,13,boing,0.02371216,-0.0664368,0.09083766,0.04412985,-0.0699504,0.04463048,0.04128998,-0.0722361,0.03277489
Aurora,3,14,bort,0.03732485,-0.0667784,0.01025391,0.06782355,-0.0691501,0.00619507,0.11388255,-0.0703961,0.00369263
Aurora,3,15,bound,0.03235055,-0.0643503,0.05118832,0.05761719,-0.0686044,0.09015009,0.05764808,-0.070281,0.10021972
Aurora,3,16,bun,0.03286806,-0.0723647,0.05786513,0.04992676,-0.0753852,0.06891352,0.06737541,-0.0769129,0.05117243
Aurora,3,17,bout,0.04181134,-0.412371,-0.0074269,0.0579631,-0.3995182,0.06584566,0.06289737,-0.3872696,0.05666522
Aurora,3,18,bait,0.03573701,-0.2013779,0.00930786,0.04333501,-0.2025795,0.00839233,0.05426025,-0.2011607,0.00763026
Aurora,3,19,bind,0.02231808,-0.1658847,0.11587422,0.050353,-0.1673636,0.05669075,0.03823853,-0.1671745,0.03790194
Aurora,3,20,bin,0.04678715,-0.1525493,0.03032758,0.05065893,-0.1544495,0.05493139,0.04104614,-0.1550308,0.04788337
Aurora,3,21,bone,0.04852295,-0.1505104,0.0738596,0.03884664,-0.1517763,0.07284414,0.06018924,-0.1518603,0.07087039
Aurora,3,22,born,0.02361504,-0.1435894,0.08565087,0.06048615,-0.1456604,0.07653761,0.07928467,-0.1455085,0.0556953
Aurora,3,23,bart,0.0289917,-0.1390691,0.10351486,0.04351794,-0.1411466,0.07058822,0.06048138,-0.1411454,0.04050129
Aurora,3,24,boon,0.03799332,-0.1298448,0.09135866,0.02679443,-0.1322289,0.12857056,0.03930574,-0.1323829,0.11968763
Aurora,3,25,bomb,0.02780151,-0.1288038,0.07756264,0.03534086,-0.1299714,0.07824857,0.03890766,-0.1308122,0.06208003
Aurora,3,26,bit,0.05473371,-0.1210568,0.01025577,0.06158447,-0.1237788,0.01004028,0.05416015,-0.1242172,0.00878906
Aurora,3,27,boit,0.03491211,-0.1188311,0.00576782,0.0531318,-0.1213031,0.00735692,0.0526022,-0.1214462,0.01318359
Aurora,3,28,Ben,0.03650009,-0.1170948,0.01733653,0.04824765,-0.1192803,0.04196167,0.08978353,-0.11839,0.06997763
Aurora,3,29,boot,0.03428033,-0.1152185,0.00604176,0.04972965,-0.1168672,0.00592246,0.09426738,-0.1175839,0.00256348
Aurora,3,30,bat,0.03082325,-0.1137984,-0.0172137,0.03518615,-0.1144713,0.04199159,0.05261025,-0.1154172,0.06243838
Aurora,3,31,beat,0.02404717,-0.1082458,0.01196289,0.04504395,-0.1102242,0.01651001,0.04232988,-0.1102582,0.0163269
Aurora,4,1,bun,0.06021237,-0.0538492,0.05482956,0.08568303,-0.0563226,0.07235128,0.08156667,-0.055817,0.0631937
Aurora,4,2,boing,0.02374616,-0.1287138,0.19909183,0.08534464,-0.1253043,0.07108709,0.06335449,-0.1218258,0.05761575
Aurora,4,3,boat,0.06940846,-0.0749543,-0.0030518,0.10009359,-0.0774256,-0.0031128,0.14464087,-0.0777204,-0.000885
Aurora,4,4,bat,0.02618595,-0.064412,-0.0088543,0.04565516,-0.067512,0.02404865,0.06338501,-0.0687678,0.05187886
Aurora,4,5,bind,0.03224944,-0.0586874,0.09114622,0.0685417,-0.0611885,0.06073132,0.06201661,-0.0608884,0.02243042
Aurora,4,6,Bert,0.0823246,-0.0613382,0.00601196,0.08035376,-0.0628395,0.00592138,0.10089176,-0.0637082,0.00616455
Aurora,4,7,boon,0.05364847,-0.0642514,0.05743408,0.05028743,-0.0656128,0.06304932,0.05853418,-0.0656979,0.05871435
Aurora,4,8,Bart,0.06055792,-0.0569169,0.00604248,0.08025891,-0.0585296,0.00329443,0.11614871,-0.059014,0.00558472
Aurora,4,9,but,0.03906025,-0.0500826,-0.004426,0.06030689,-0.0515094,-0.0021362,0.09787336,-0.0523813,-0.0018026
Aurora,4,10,Ben,0.03772119,-0.0462472,0.01440576,0.07531748,-0.0481058,0.05157481,0.09575867,-0.0479141,0.06868958
Aurora,4,11,beat,0.05369801,-0.0491318,0.00820923,0.09063972,-0.0512989,0.00732422,0.13406198,-0.0513372,0.00775146
Aurora,4,12,barn,0.04467213,-0.0459233,0.05435323,0.05781325,-0.047571,0.059633,0.0904048,-0.0484876,0.04836905
Aurora,4,13,bout,0.0509349,-0.0437303,-0.0073849,0.10557811,-0.0447417,0.05613134,0.11251611,-0.0456308,0.06648636
Aurora,4,14,bound,0.05447388,-0.0393949,0.05727462,0.08346355,-0.0408479,0.09585571,0.087796,-0.0413572,0.09571574
Aurora,4,15,bean,0.04449324,-0.0350394,0.0639507,0.03993836,-0.0363293,0.11294556,0.05737305,-0.0365301,0.1119069
Aurora,4,16,bait,0.11403215,-0.0356609,0.00189379,0.11285394,-0.0367462,0.01696864,0.07693362,-0.0365469,0.01807501
Aurora,4,17,boit,0.07279373,-0.0318948,0.00503319,0.08911133,-0.0336601,0.00668193,0.10204888,-0.0333178,0.00912476
Aurora,4,18,bane,0.0402799,-0.0303107,0.0229154,0.05218192,-0.0314737,0.05182048,0.06059065,-0.031269,0.06674194
Aurora,4,19,bite,0.05342201,-0.0264526,0.00530862,0.08013916,-0.0274376,0.00817871,0.08627339,-0.0281964,0.01177979
Aurora,4,20,birm,0.0626127,-0.0277171,0.04304015,0.04312336,-0.0283906,0.04517112,0.03616473,-0.0289163,0.03744507
Aurora,4,21,boot,0.08874288,-0.0266743,0.00750956,0.10688406,-0.0275242,0.00839233,0.13564617,-0.0280788,0.00695801
Aurora,4,22,bort,0.07270164,-0.0202999,0.00604248,0.13949583,-0.0216981,0.00775145,0.14880763,-0.0222133,0.01412964
Aurora,4,23,bought,0.05108539,-0.0185552,0.00720391,0.0598028,-0.0195965,0.00238037,0.14425455,-0.0205151,0.0017395
Aurora,4,24,bet,0.07010876,-0.0166172,0.00027466,0.10415451,-0.017427,-0.0009155,0.13498702,-0.0184406,-0.0001831
Aurora,4,25,bit,0.07897803,-0.0118108,0.00516215,0.08441162,-0.0128129,0.00506592,0.07293631,-0.0135193,0.00506555
Aurora,4,26,bomb,0.05489087,-0.0234057,0.11173605,0.06338501,-0.0265172,0.09477104,0.08529528,-0.0277994,0.08553942
Aurora,4,27,ban,0.06417847,-0.031236,0.05463325,0.06747372,-0.0334167,0.07504272,0.08336619,-0.0342958,0.06665822
Aurora,4,28,bone,0.06833815,-0.0877493,0.05709008,0.06018199,-0.0857174,0.07220618,0.07490741,-0.0833335,0.07702572
Aurora,4,29,bot,0.04025229,-0.0458091,0.00726358,0.0649069,-0.0485905,0.00439453,0.12525257,-0.048902,-0.0021057
Aurora,4,30,born,0.04675309,-0.0326541,0.06674162,0.10203352,-0.0351627,0.06415003,0.12191187,-0.0364409,0.07421857
Aurora,4,31,bin,0.07351685,-0.0349495,0.04581604,0.0645156,-0.0371673,0.05490709,0.06831217,-0.0377778,0.05637831
Aurora,5,1,beat,0.0298178,-0.0133369,0.009552,0.05670789,-0.0166626,0.00321142,0.05237239,-0.0183574,0.00524902
Aurora,5,2,bin,0.03182983,-0.0131595,0.02279854,0.03463745,-0.0168408,0.03796387,0.04174805,-0.0186654,0.04060231
Aurora,5,3,birm,0.04607789,-0.0116632,0.04180502,0.03100586,-0.0151012,0.04330444,0.02420232,-0.0171954,0.03384399
Aurora,5,4,bet,0.028746,-0.0055969,-0.0116583,0.04021865,-0.009767,-0.0188616,0.07328203,-0.0117981,0.02513038
Aurora,5,5,boing,0.01620548,-0.0199031,0.10829101,0.03880357,-0.0214727,0.07898202,0.03820831,-0.0225234,0.04431483
Aurora,5,6,Bert,0.03664937,-0.2482761,0.01205444,0.03070071,-0.2416414,0.00863647,0.03247523,-0.2342854,0.00585938
Aurora,5,7,bat,0.02032471,-0.1051659,0.02315865,0.02062988,-0.1081618,0.05539773,0.02632408,-0.1089316,0.05737152
Aurora,5,8,Bart,0.0247811,-0.0870687,0.01156616,0.03371891,-0.0898706,0.00014958,0.05558037,-0.0908687,-0.0010667
Aurora,5,9,Ben,0.02139354,-0.0769037,0.01538089,0.02743651,-0.0794965,0.0306739,0.04090057,-0.0806655,0.03720009
Aurora,5,10,bomb,0.02297974,-0.0752449,0.06567528,0.02000674,-0.0777134,0.06484773,0.03066798,-0.078709,0.05322484
Aurora,5,11,born,0.02130127,-0.1831838,0.1025857,0.04519603,-0.178346,0.06451551,0.05117944,-0.1738715,0.04749189
Aurora,5,12,bot,0.01843203,-0.1043396,0.08459535,0.02969517,-0.1056797,0.06038719,0.03182983,-0.1078269,0.02828979
Aurora,5,13,bind,0.01907719,-0.099518,0.03423401,0.01840212,-0.1008321,0.12963922,0.02624512,-0.101837,0.11511492
Aurora,5,14,bean,0.03189087,-0.1001169,0.02450672,0.01525879,-0.0982575,0.60130129,0.02802182,-0.1003805,0.00262451
Aurora,5,15,boon,0.02850586,-0.0981805,0.02703125,0.02636719,-0.0999771,0.08145142,0.04556274,-0.100893,0.08432197
Aurora,5,16,but,0.02937622,-0.0927577,0.00295865,0.04367046,-0.0943609,-0.0041199,0.06884842,-0.095867,-0.0016494
Aurora,5,17,barn,0.03964325,-0.0865524,0.12237634,0.05413926,-0.0880552,0.07725046,0.04434806,-0.0893054,0.05032418
Aurora,5,18,bort,0.03954205,-0.1990216,0.00464607,0.07465758,-0.1937064,0.00088501,0.10415649,-0.1883524,0.00109863
Aurora,5,19,bit,0.06842165,-0.0897773,0.00408936,0.0725708,-0.0924683,0.00354004,0.08233536,-0.0944565,0.00482178
Aurora,5,20,bait,0.02642965,-0.459619,0.00781465,0.04943168,-0.4340303,0.00894188,0.06506348,-0.4131155,0.00978145
Aurora,5,21,bite,0.0372776,-0.1244548,0.00204468,0.06714654,-0.1282755,-0.0011812,0.06160827,-0.131293,0.01080265
Aurora,5,22,bout,0.02585931,-0.4590415,-0.0005183,0.06168881,-0.4312964,0.00665885,0.10060774,-0.4098481,0.01467896
Aurora,5,23,ban,0.0406189,-0.1929626,0.05106124,0.0508346,-0.1937548,0.07175488,0.07026442,-0.1935303,0.05502254
Aurora,5,24,bought,0.04075648,-0.1649357,0.01031386,0.03067763,-0.1665552,0.01370134,0.07212219,-0.1671742,0.02697726
Aurora,5,25,boit,0.03992693,-0.1558229,0.0054211,0.07568367,-0.1569184,0.00555287,0.06286598,-0.1579341,0.01385699
Aurora,5,26,bone,0.0483694,-0.4989049,0.03622653,0.04699622,-0.4850353,0.05682373,0.05174891,-0.4645133,0.0476357
Aurora,5,27,bun,0.03964175,-0.1914468,0.03296782,0.04736866,-0.1923983,0.03292906,0.06305138,-0.1939312,0.05194575
Aurora,5,28,boat,0.05193082,-0.1585387,0.00347811,0.06986302,-0.1611523,0.00411987,0.13479614,-0.1643259,0.00869751
Aurora,5,29,bane,0.02914455,-0.1503321,0.02902089,0.03274536,-0.1526139,0.06672112,0.05428931,-0.1528984,0.08524774
Aurora,5,30,bound,0.04415894,-0.1438838,0.02746372,0.07226851,-0.1455665,0.07257055,0.06182861,-0.1471156,0.05418736
Aurora,5,31,boot,0.05172846,-0.1387285,0.01068998,0.06316915,-0.1410285,0.00982666,0.09675209,-0.1423369,0.01208496
Stacey,1,1,boot,0.20593,0.007693,0.107452,0.15691,0.005025,0.098456,0.142347,0.004005,0.08889
Stacey,1,2,birm,0.15863,0.00588,0.118813,0.107796,0.003573,0.130503,0.097265,0.002712,0.11115
Stacey,1,3,bait,0.164446,0.006243,0.092589,0.079643,0.00226,0.08029,0.111906,0.003206,0.111542
Stacey,1,4,bite,0.089465,0.003083,0.072595,0.112002,0.003631,0.109713,0.101044,0.002473,0.106934
Stacey,1,5,beat,0.052518,0.012623,0.065521,0.053253,0.005232,0.060181,0.092195,0.002985,0.080321
Stacey,1,6,bought,0.03516,0.002351,0.050294,0.113452,0.003045,0.07827,0.192515,0.005521,0.106494
Stacey,1,7,Bert,0.072388,0.004382,0.085297,0.078828,0.002961,0.088287,0.058654,0.001923,0.072785
Stacey,1,8,bout,0.057643,0.001773,0.06383,0.139192,0.004242,0.125092,0.05915,0.00246,0.076853
Stacey,1,9,bin,0.044805,0.009307,0.047244,0.05989,0.002279,0.079545,0.091582,0.002559,0.109009
Stacey,1,10,bound,0.036171,0.002241,0.049547,0.101501,0.002808,0.1203,0.095765,0.003541,0.117462
Stacey,1,11,boon,0.083097,0.004907,0.061037,0.096192,0.005189,0.087249,0.082948,0.008183,0.106812
Stacey,1,12,boing,0.039394,0.000249,0.051693,0.066199,-0.00165,0.069398,0.101917,0.002306,0.146075
Stacey,1,13,but,0.079351,0.007075,0.083683,0.121806,0.004644,0.096623,0.105487,0.003574,0.09585
Stacey,1,14,born,0.06842,0.003616,0.086835,0.105438,0.002241,0.123871,0.085296,0.003204,0.102081
Stacey,1,15,bort,0.069723,0.005682,0.067252,0.139795,0.003722,0.105161,0.173262,0.006407,0.124314
Stacey,1,16,bun,0.025992,-0.00644,0.04821,0.070974,-0.00652,0.083192,0.136353,-0.00473,0.128723
Stacey,1,17,boit,0.090984,-0.0057,0.065154,0.074706,-0.00839,0.073212,0.074339,-0.00777,0.066529
Stacey,1,18,Ben,0.04554,-0.00512,0.019824,0.106249,-0.00564,0.109788,0.126535,-0.00731,0.123658
Stacey,1,19,barn,0.159881,-0.02101,0.055004,0.13307,-0.02136,0.143102,0.077271,0.012416,0.092346
Stacey,1,20,bet,0.02859,-0.01019,0.037779,0.068167,-0.01132,0.049124,0.101027,-0.01174,0.073408
Stacey,1,21,bot,0.046655,0.011419,0.054745,0.090822,0.005861,0.064634,0.155985,0.004868,0.074313
Stacey,1,22,Bart,0.078123,0.011628,0.071014,0.105754,0.014103,0.076207,0.081298,0.017964,0.074006
Stacey,1,23,bat,-0.00913,0.009877,0.005326,0.125593,0.009297,0.074363,0.192291,0.010621,0.124909
Stacey,1,24,bean,0.023856,0.015114,0.026904,0.050336,0.013297,0.097528,0.096862,0.01239,0.128814
Stacey,1,25,bone,0.06593,0.002711,0.065818,0.073853,0.001709,0.096344,0.087376,0.007725,0.108339
Stacey,1,26,bit,0.045962,0.018614,0.054382,0.117259,0.013739,0.090305,0.135234,0.01382,0.096259
Stacey,1,27,ban,0.053911,0.019852,0.044791,0.084226,0.018675,0.108061,0.113395,0.012382,0.125574
Stacey,1,28,boat,0.062684,0.021493,0.067162,0.063629,0.022357,0.069214,0.068603,0.025267,0.077819
Stacey,1,29,bomb,0.032605,0.01765,0.046042,0.034691,0.016113,0.075674,0.059724,0.015198,0.088837
Stacey,1,30,bind,0.035492,0.019093,0.046418,0.089598,0.018377,0.101927,0.08374,0.018983,0.092283
Stacey,1,31,bane,-0.02741,0.022166,-0.01018,0.040006,0.022607,0.058377,0.104104,0.022814,0.12015
Anna,1,1,boot,0.028084,0.015992,0.01712,-0.01813,-0.0152,-0.01398,0.004173,-0.0004,-0.00027
Anna,1,2,birm,0.038576,0.034049,0.024063,-0.01965,-0.01675,-0.00888,0.003471,-0.0002,-0.00043
Anna,1,3,bait,0.063161,0.099092,0.045874,-0.01907,-0.01459,-0.01443,0.005713,0.00164,0.000892
Anna,1,4,bite,0.079947,0.082306,0.089537,-0.01609,-0.01471,-0.01419,0.010446,0.001528,0.00153
Anna,1,5,beat,0.066774,0.084106,0.05664,-0.01862,-0.01523,-0.01422,0.001701,0.001221,0.000977
Anna,1,6,bought,0.039673,0.043154,0.012574,-0.01575,-0.01395,-0.01575,0.002592,0.000441,0.000429
Anna,1,7,Bert,0.074427,0.138092,0.023216,-0.01728,-0.0141,-0.01337,0.00256,0.00232,0.000613
Anna,1,8,bout,0.058289,0.033812,0.029816,-0.0126,0.002409,0.004972,0.001312,0.000122,0.000461
Anna,1,9,bin,0.056366,0.041106,0.035675,-0.00972,0.004027,0.004519,0.002037,0.000168,0.000707
Anna,1,10,bound,0.013428,-0.00755,-0.01361,-0.01688,0.000474,0.019989,0.00232,0.00195,0.001525
Anna,1,11,boon,0.024728,0.074763,0.09434,-0.01334,-0.0148,-0.01077,0.001619,0.00186,0.001638
Anna,1,12,boing,0.117571,0.095992,0.038894,-0.0163,-0.01697,-0.01346,0.009848,0.001984,0.000644
Anna,1,13,but,0.040956,0.068054,0.050043,-0.01743,-0.01483,-0.0094,0.004805,0.003063,0.000835
Anna,1,14,born,0.053739,0.076445,0.068144,-0.01483,-0.01565,-0.0145,0.006545,0.001463,0.000715
Anna,1,15,bort,0.054749,0.094121,0.091566,-0.02057,-0.01606,-0.00861,0.006313,0.002001,0.002001
Anna,1,16,bun,0.038546,0.052887,0.055971,-0.01407,-0.01593,-0.01709,0.010444,0.001019,0.000764
Anna,1,17,boit,0.054656,0.078212,0.096688,-0.01495,-0.01599,-0.00314,0.003911,0.001309,0.00105
Anna,1,18,Ben,0.084045,0.084962,0.05901,-0.02179,-0.00983,-0.01477,0.002194,0.00196,0.000985
Anna,1,19,barn,0.056462,0.090243,0.078277,-0.01422,-0.0145,-0.01343,0.006279,0.001758,0.001377
Anna,1,20,bet,0.035536,0.078193,0.085662,-0.01599,-0.0145,-0.0148,0.002106,0.001053,0.0022
Anna,1,21,bot,0.044952,0.094574,0.069397,-0.01578,-0.01874,-0.01474,0.0018,0.001617,0.001525
Anna,1,22,Bart,0.059655,0.140627,0.128285,-0.01712,-0.01419,-0.01489,0.001746,0.002084,0.002521
Anna,1,23,bat,0.085554,0.039825,-0.02628,-0.0159,0.015101,0.054871,0.002643,0.000338,-0.0011
Anna,1,24,bean,0.053588,0.052604,0.061797,-0.01526,-0.01483,-0.01303,0.003208,0.000487,0.000791
Anna,1,25,bone,0.140684,0.107593,0.052462,-0.01736,-0.01505,-0.01385,0.019347,0.002371,0.001097
Anna,1,26,bit,0.109371,0.044495,0.043367,-0.01676,-0.01617,-0.00956,0.028225,0.001312,0.000736
Anna,1,27,ban,0.056244,0.08142,0.102051,-0.01831,-0.01389,-0.01443,0.009847,0.001281,0.002288
Anna,1,28,boat,0.163958,0.072603,0.061446,-0.01544,-0.02072,-0.01196,0.046793,0.005721,0.001348
Anna,1,29,bomb,0.070059,0.060547,0.040315,-0.01134,-0.00287,-0.00366,0.003085,0.00025,0.00091
Anna,1,30,bind,0.089326,0.108062,0.079559,-0.01648,-0.00735,-0.01199,0.004217,0.001346,0.001523
Anna,1,31,bane,,,,,,,,,
Anna,2,1,boit,0.036922,0.05603,0.020495,-0.00635,-0.00513,-0.00668,0.006144,0.001149,0.001156
Anna,2,2,ban,0.061285,0.035402,0.058196,-0.00336,-0.00061,0.002441,0.004924,0.001005,0.00195
Anna,2,3,bee,0.012512,0.019745,0.038422,0.006866,0.024292,0.015167,0.001001,0.001037,0.001387
Anna,2,4,boot,0.066727,0.042999,0.032497,-0.00702,-0.00562,-0.00522,0.006867,0.003177,0.002469
Anna,2,5,boon,0.020269,0.026245,0.02066,-0.00467,0.001038,0.00473,0.001041,0.000635,0.000921
Anna,2,6,bin,0.038452,0.026398,-0.00686,-0.00363,0.002503,-0.00522,0.001271,0.001585,0.000911
Anna,2,7,barn,0.041167,0.07203,0.092306,-0.00745,-0.00385,-0.00482,0.003513,0.001838,0.001462
Anna,2,8,bind,0.019012,0.031137,0.055572,0.000334,0.004028,0.005249,0.001523,0.001229,0.00122
Anna,2,9,bit,0.063385,0.056589,0.021912,-0.00677,-0.0065,-0.00586,0.006476,0.00172,0.000911
Anna,2,10,bort,0.00949,0.053619,0.053557,-0.00306,-0.00363,-0.00464,0.003359,0.001224,0.001827
Anna,2,11,bot,0.026308,0.077362,0.08495,-0.00793,-0.00626,-0.00531,0.003702,0.00174,0.002491
Anna,2,12,bat,0.057401,0.095595,0.091044,-0.00568,-0.00378,-0.00482,0.003024,0.001724,0.002056
Anna,2,13,Bart,0.078248,0.109922,0.073121,-0.00693,-0.00458,-0.00598,0.003224,0.003077,0.002039
Anna,2,14,Ben,0.035082,0.016566,0.022496,-0.01111,-0.00568,-0.00317,0.012765,0.000364,0.000498
Anna,2,15,bet,0.073067,0.094482,0.063055,-0.00751,-0.00568,-0.00574,0.006032,0.003383,0.001735
Anna,2,16,boat,0.017424,0.047058,0.035796,-0.00998,-0.00482,-0.00443,0.008054,0.001173,0.001615
Anna,2,17,Burt,0.058166,0.060365,0.024194,-0.00528,-0.00601,-0.00577,0.004287,0.002313,0.001282
Anna,2,18,born,0.060606,0.055909,0.052217,-0.00784,0.000244,-0.00012,0.007373,0.001709,0.001828
Anna,2,19,bomb,0.052063,0.02133,0.045845,-0.00955,-2.25E-06,-0.00098,0.006896,0.000954,0.00134
Anna,2,20,bite,0.086977,0.084624,0.057523,-0.00641,-0.0051,-0.00497,0.003671,0.002414,0.001891
Anna,2,21,bout,0.057364,0.099547,0.031569,-0.00735,-0.00507,-0.0054,0.002341,0.002936,0.001442
Anna,2,22,bait,0.074005,0.071077,0.058075,-0.01071,-0.00565,-0.00476,0.004154,0.001936,0.001981
Anna,2,23,beet,0.0292,0.042511,0.052467,-0.0087,-0.0054,-0.00638,0.016235,0.001834,0.001222
Anna,2,24,but,0.037073,0.052602,0.01356,-0.00809,-0.00662,-0.00443,0.022095,0.001831,0.000769
Anna,2,25,boing,0.035874,0.038606,0.054083,-0.00796,-0.00616,0.000214,0.005893,0.001313,0.00184
Anna,2,26,bot,0.023651,0.034271,0.039687,-0.00763,-0.0054,-0.00458,0.008384,0.000755,0.001261
Anna,2,27,ban,0.073853,0.04474,0.017969,-0.00754,-0.00085,0.000761,0.002357,0.001082,0.000671
Anna,2,28,bone,0.026062,0.056671,0.016017,-0.00171,0.008728,0.007935,0.001693,0.001769,0.00202
Anna,2,29,berm,0.093231,0.085819,-0.03353,-0.00839,-0.00424,0.025938,0.002487,0.002326,0.007063
Anna,2,30,bun,0.068443,0.020837,0.024589,-0.00729,0.000519,0.006803,0.003755,0.001477,0.001249
Anna,2,31,bound,0.039064,0.058929,0.026306,-0.00082,0.004547,0.004303,0.003612,0.001625,0.00108
Anna,3,1,Bart,0.058335,0.066909,0.0578,-0.00955,-0.00522,-0.00197,0.006704,0.001929,0.0017
Anna,3,2,bane,0.060759,0.051178,0.052154,-0.00984,-0.00616,0.008087,0.012244,0.001497,0.001488
Anna,3,3,bot,0.051159,0.092255,0.070309,-0.00711,-0.00403,-0.00485,0.002661,0.002452,0.002223
Anna,3,4,but,0.066345,0.102396,0.073586,-0.00882,-0.00345,-0.00671,0.026152,0.00323,0.002703
Anna,3,5,berm,0.016449,0.03584,0.045349,-0.00677,-0.00766,-0.00372,0.003363,0.001441,0.001167
Anna,3,6,burt,0.057831,0.073485,0.047064,-0.00848,-0.00424,-0.00534,0.005428,0.002395,0.002218
Anna,3,7,bite,0.121822,0.170974,0.197296,-0.01132,-0.00592,-0.00317,0.007395,0.004028,0.004958
Anna,3,8,ban,0.07861,0.054829,0.053315,-0.00995,0.000122,0.002625,0.004974,0.001611,0.001744
Anna,3,9,bean,0.05989,0.033347,0.032412,-0.00925,0.014558,0.025818,0.006035,0.001642,0.000764
Anna,3,10,bet,0.091543,0.149613,0.14403,-0.01556,-0.0055,-0.00439,0.005643,0.003695,0.003864
Anna,3,11,boat,0.049037,0.046727,0.066742,-0.00949,-0.00808,-0.00181,0.00843,0.002263,0.002008
Anna,3,12,bot,0.024427,0.048705,0.067032,-0.00795,-0.01212,6.10E-05,0.019605,0.002258,0.001804
Anna,3,13,boing,0.020417,0.052026,0.101398,0.000824,-0.00173,0.007172,0.001712,0.001577,0.002513
Anna,3,14,bort,0.087886,0.121977,0.163417,-0.008,-0.0011,-0.00665,0.005834,0.004337,0.004391
Anna,3,15,bound,0.04548,0.034912,0.052521,-0.01095,0.001099,0.004547,0.003052,0.002254,0.001618
Anna,3,16,bun,0.063145,0.07711,0.051594,-0.00543,0.001157,0.002441,0.007202,0.002441,0.001575
Anna,3,17,bout,0.092026,0.114521,0.087013,-0.00867,-0.00198,-0.00488,0.00252,0.002643,0.002674
Anna,3,18,bait,0.126876,0.148102,0.121675,-0.00742,-0.0022,-0.00496,0.006513,0.003662,0.003311
Anna,3,19,bind,0.023621,0.045012,0.054705,-0.00076,-0.00061,0.006287,0.001797,0.001043,0.001377
Anna,3,20,boot,0.08493,0.043154,0.050313,-0.01086,-0.00107,0.007111,0.006298,0.001582,0.001516
Anna,3,21,boat,0.052643,0.066433,0.066185,-0.00925,-0.00702,-0.00525,0.009904,0.002109,0.002075
Anna,3,22,born,0.060944,0.099801,0.107423,-0.00601,0.001282,0.000183,0.009335,0.002716,0.002489
Anna,3,23,barn,0.077583,0.095205,0.104643,-0.00851,0.001519,0.001161,0.003488,0.002257,0.003331
Anna,3,24,boon,0.02616,0.052334,0.046844,-0.00653,-0.00858,0.002289,0.00557,0.00272,0.002564
Anna,3,25,bomb,0.065561,0.062645,0.06552,-0.00861,-0.00388,-0.00226,0.007118,0.001752,0.00183
